State,District,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
Andhra Pradesh,Adilabad,1901,6.725,10.488,23.288,35.56,23.119,115.546,294.119,276.865,181.615,47.31,1.339,0
Andhra Pradesh,Adilabad,1902,0.42,0,0.388,6.07,3.331,45.96,233.973,167.971,198.177,26.447,35.083,11.222
Andhra Pradesh,Adilabad,1903,6.643,1.956,0.173,4.551,33.348,132.078,436.611,334.544,226.037,138.818,14.095,8.823
Andhra Pradesh,Adilabad,1904,0.054,0.121,11.446,0.017,16.9,131.048,160.694,81.865,251.577,110.391,0.146,0.13
Andhra Pradesh,Adilabad,1905,0.589,2.293,8.252,35.02,17.569,79.937,96.331,313.522,361.697,4.95,0.146,0
Andhra Pradesh,Adilabad,1906,4.369,1.967,9.703,0.326,2.983,221.619,279.633,189.606,132.764,11.557,23.836,6.166
Andhra Pradesh,Adilabad,1907,0.921,2.758,2.275,27.166,0.537,141.804,221.362,301.701,83.428,0.735,4.585,3.344
Andhra Pradesh,Adilabad,1908,2.478,5.536,3.84,3.644,8.194,100.301,271.8,333.651,364.372,0.715,0.146,0.036
Andhra Pradesh,Adilabad,1909,0.265,2.163,3.161,42.729,4.311,134.261,284.987,174.845,121.895,1.791,0.146,7.174
Andhra Pradesh,Adilabad,1910,0,0,0.03,1.242,24.84,215.868,212.288,225.417,383.598,74.995,62.588,0
Andhra Pradesh,Adilabad,1911,0.384,0,7.253,0.017,6.938,143.352,177.642,214.626,262.616,43.712,6.724,0
Andhra Pradesh,Adilabad,1912,0,12.757,0,13.483,14.118,51.225,298.71,249.526,131.69,12.518,22.549,0.117
Andhra Pradesh,Adilabad,1913,0,19.719,0.846,13.408,24.167,112.689,368.18,182.685,116.238,44.792,0.453,12.007
Andhra Pradesh,Adilabad,1914,0,4.698,4.942,47.843,24.261,193.232,237.031,185.763,324.722,16.477,8.043,7.134
Andhra Pradesh,Adilabad,1915,41.834,2.188,48.975,19.721,4.954,185.404,131.003,205.219,270.738,89.574,16.947,1.016
Andhra Pradesh,Adilabad,1916,0,6.18,0.06,2.811,8.093,191.954,227.998,256.432,243.942,152.958,36.694,0
Andhra Pradesh,Adilabad,1917,0,32.747,19.892,22.906,45.447,183.003,319.525,171.593,369.323,139.869,3.44,0
Andhra Pradesh,Adilabad,1918,3.998,0.005,7.339,4.528,94.681,117.787,151.87,118.046,71.556,0.82,9.123,43.868
Andhra Pradesh,Adilabad,1919,26.816,11.332,22.117,7.55,28.194,161.742,179.868,142.895,173.931,121.027,41.184,0.609
Andhra Pradesh,Adilabad,1920,6.281,0,0.783,17.305,3.292,87.071,200.438,103.513,113.904,1.027,0.146,0
Andhra Pradesh,Adilabad,1921,4.121,0,0.008,8.69,1.934,281.92,224.204,185.798,168.14,23.806,13.815,0
Andhra Pradesh,Adilabad,1922,45.089,0,0,3.586,19.864,151.306,244.373,142.394,299.532,18.813,46.791,0
Andhra Pradesh,Adilabad,1923,1.504,2.574,20.753,11.738,1.883,18.972,280.769,107.552,300.59,20.954,0.273,0
Andhra Pradesh,Adilabad,1924,11.734,0,6.627,15.17,13.41,50.836,186.069,134.703,291.16,73.425,96.302,9.017
Andhra Pradesh,Adilabad,1925,0,0,0.009,20.59,53.174,158.17,262.432,216.214,124,115.531,26.468,5.266
Andhra Pradesh,Adilabad,1926,64.109,0.031,7.718,34.832,34.919,32.301,246.902,291.163,102.592,40.007,4.273,0.017
Andhra Pradesh,Adilabad,1927,7.209,4.365,12.248,14.475,15.235,272.109,273.435,152.358,126.814,99.428,71.344,0.04
Andhra Pradesh,Adilabad,1928,0,15.321,18.783,3.026,13.832,158.677,201.322,150.456,318.178,77.654,0.146,4.54
Andhra Pradesh,Adilabad,1929,0.072,29.367,0.397,18.096,0.403,141.326,183.271,148.599,232.224,16.814,0.146,6.067
Andhra Pradesh,Adilabad,1930,0,4.848,1.292,37.817,1.115,174.529,196.278,141.689,269.764,80.337,32.937,2.51
Andhra Pradesh,Adilabad,1931,0.039,0.745,9.415,4.742,7.585,160.54,356.941,197.916,262.975,223.673,52.427,2.899
Andhra Pradesh,Adilabad,1932,0,8.597,0.938,15.301,21.728,152.684,306.64,262.734,176.154,24.269,24.091,0
Andhra Pradesh,Adilabad,1933,23.08,27.739,7.544,23.231,58.905,244.349,259.601,253.321,313.995,61.632,8.173,12.784
Andhra Pradesh,Adilabad,1934,1.348,0,0.544,21.239,1.729,145.671,340.106,277.805,180.526,12.227,36.639,0
Andhra Pradesh,Adilabad,1935,20.592,6.978,0,39.311,0.496,147.798,352.643,188.715,216.69,36.841,0.146,2.706
Andhra Pradesh,Adilabad,1936,5.049,25.387,24.7,8.544,52.729,297.428,238.066,221.634,176.615,148.467,61.234,3.12
Andhra Pradesh,Adilabad,1937,0,21.767,23.787,75.923,0.564,102.631,299.667,99.831,173.616,78.703,0.722,8.775
Andhra Pradesh,Adilabad,1938,0.005,7.692,5.907,7.962,23.231,279.243,284.226,269.23,337.67,70.011,0.385,0.005
Andhra Pradesh,Adilabad,1939,0.182,0,20.087,17.715,0.202,111.06,136.253,277.528,94.283,68.594,4.864,0.006
Andhra Pradesh,Adilabad,1940,0,4.512,2.201,18.503,22.136,161.208,420.688,271.208,78.532,65.819,29.321,6.228
Andhra Pradesh,Adilabad,1941,5.048,1.21,10.956,1.002,21.382,90.082,117.745,185.314,203.176,18.221,0.66,0
Andhra Pradesh,Adilabad,1942,0.033,20.877,0.293,19.369,9.756,137.136,312.272,384.901,90.167,5.928,0.616,11.622
Andhra Pradesh,Adilabad,1943,48.777,0,5.699,12.867,24.464,165.467,198.88,157.07,307.787,50.069,1.041,0
Andhra Pradesh,Adilabad,1944,0.501,18.268,33.652,7.336,3.498,117.195,352.667,195.721,220.017,78.375,35.133,0
Andhra Pradesh,Adilabad,1945,16.172,0,0,48.077,3.084,159.671,292.212,240.152,228.947,81.949,3.881,0.092
Andhra Pradesh,Adilabad,1946,0,14.333,5.264,17.376,13.008,173.48,356.478,200.76,87.365,15.807,46.545,2.322
Andhra Pradesh,Adilabad,1947,11.155,22.58,4.464,2.512,7.168,80.638,332.642,310.702,315.989,13.953,5.59,0.842
Andhra Pradesh,Adilabad,1948,1.75,1.793,6.254,6.487,12.583,113.181,267.339,193.011,301.25,39.837,92.693,0
Andhra Pradesh,Adilabad,1949,10.226,0.83,0.187,16.487,40.099,140.796,405.755,212.796,370.827,140.464,0.146,0
Andhra Pradesh,Adilabad,1950,0,19.575,11.781,0.185,13.459,77.502,246.149,107.766,269.457,7.985,2.528,0.096
Andhra Pradesh,Adilabad,1951,0.051,0.154,30.619,40.037,47.399,139.491,316.086,142.238,155.348,126.755,0.171,0.724
Andhra Pradesh,Adilabad,1952,0,11.525,0.11,23.783,18.655,81.386,194.628,183.16,166.597,96.119,0.146,0.614
Andhra Pradesh,Adilabad,1953,5.133,1.09,0,22.184,0.357,218.647,232.706,344.44,278.901,93.666,0.166,0
Andhra Pradesh,Adilabad,1954,0,0,1.992,12.937,5.723,118.266,307.624,277.296,282.043,27.695,0.146,0.077
Andhra Pradesh,Adilabad,1955,3.797,0,3.144,18.277,11.976,217.699,263.698,376.547,216.444,136.879,2.217,0
Andhra Pradesh,Adilabad,1956,0,0.803,0.632,2.941,54.396,199.054,338.014,167.524,188.225,109.745,67.554,0.31
Andhra Pradesh,Adilabad,1957,1.287,4.048,27.795,42.938,23.374,148.607,240.822,295.135,86.216,76.013,0.146,0
Andhra Pradesh,Adilabad,1958,5.171,3.321,2.451,32.985,7.902,82.644,447.118,239.585,57.21,74.619,11.417,0
Andhra Pradesh,Adilabad,1959,2.95,0.24,0.318,19.234,17.082,213.22,392.253,344.178,485.177,78.791,6.896,0.037
Andhra Pradesh,Adilabad,1960,1.712,0,28.58,1.856,12.979,154.864,250.735,123.617,150.16,69.113,10.469,2.346
Andhra Pradesh,Adilabad,1961,0.011,0.399,7.411,12.51,24.887,132.995,351.38,275.655,160.514,177.854,3.59,0.057
Andhra Pradesh,Adilabad,1962,1.054,6.163,5.23,44.451,18.862,74.596,232.557,233.519,327.719,19.752,33.182,41.292
Andhra Pradesh,Adilabad,1963,0,2.12,5.005,16.835,27.748,181.479,211.63,446.41,144.521,117.906,0.146,0
Andhra Pradesh,Adilabad,1964,1.583,1.814,1.137,6.637,0.328,106.003,197.317,335.236,284.081,54.54,12.607,0
Andhra Pradesh,Adilabad,1965,3.482,0.89,1.881,9.182,4.539,148.084,349.99,209.304,260.655,2.302,0.147,1.874
Andhra Pradesh,Adilabad,1966,41.631,4.291,7.217,8.981,8.17,64.311,371.708,196.348,327.685,10.528,11.386,30.139
Andhra Pradesh,Adilabad,1967,1.945,1.767,37.598,4.498,3.961,169.658,305.227,170.728,115.084,15.762,4.51,25.758
Andhra Pradesh,Adilabad,1968,54.497,21.217,33.955,19.218,2.476,95.97,239.564,65.458,230.273,32.43,21.425,0.213
Andhra Pradesh,Adilabad,1969,1.517,0,1.104,15.146,34.518,113.915,298.37,179.59,288.939,19.734,29.769,2.64
Andhra Pradesh,Adilabad,1970,5.277,0.409,1.525,24.622,23.904,231.195,153.138,338.268,244.853,6.978,0.146,0
Andhra Pradesh,Adilabad,1971,6.036,0.847,14.736,5.652,50.255,160.641,109.936,217.039,154.852,134.649,0.146,0
Andhra Pradesh,Adilabad,1972,0,1.229,0.006,18.964,11.092,159.562,148.081,157.001,49.324,27.395,53.922,1.192
Andhra Pradesh,Adilabad,1973,0,0.965,0.382,14.655,0.288,84.572,239.378,403.891,102.807,317.531,0.501,0
Andhra Pradesh,Adilabad,1974,0,4.577,0.163,8.25,18.441,98.885,126.979,165.237,79.479,197.181,16.311,0
Andhra Pradesh,Adilabad,1975,14.578,16.939,16.144,2.756,9.072,177.384,334.601,222.964,407.029,124.515,1.11,0
Andhra Pradesh,Adilabad,1976,0.228,0,3.816,17.79,30.023,76.229,430.366,235.559,131.398,1.949,19.499,0.05
Andhra Pradesh,Adilabad,1977,0,0.149,0.679,20.129,61.668,57.994,295.67,262.846,110.115,34.409,76.8,2.13
Andhra Pradesh,Adilabad,1978,46.83,11.172,4.202,24.323,21.926,175.525,429.752,282.307,120.749,39.838,36.348,1.23
Andhra Pradesh,Adilabad,1979,18.62,22.152,0.231,14.507,56.651,218.528,191.589,180.267,251.867,8.771,47.768,3.723
Andhra Pradesh,Adilabad,1980,3.29,0.104,4.228,14.951,3.524,232.742,216.401,354.462,109.351,9.244,0.548,14.459
Andhra Pradesh,Adilabad,1981,17.671,0.074,23.619,11.393,54.252,187.334,291.05,278.454,276.386,25.139,5.214,4.777
Andhra Pradesh,Adilabad,1982,9.095,0.258,1.316,25.157,33.429,52.511,303.806,185.95,240.647,120.613,16.401,0
Andhra Pradesh,Adilabad,1983,0.008,1.298,0.281,0.092,23.175,189.499,319.78,414.723,365.865,132.747,4.704,7.352
Andhra Pradesh,Adilabad,1984,10.338,2.82,0.035,19.6,7.676,69.863,199.632,153.938,149.554,67.927,0.146,0.008
Andhra Pradesh,Adilabad,1985,16.471,0.316,12.862,10.583,7.167,179.203,291.469,159.119,68.591,187.658,0.388,4.071
Andhra Pradesh,Adilabad,1986,31.661,12.21,0.217,19.69,9.711,189.728,226.766,309.391,92.761,24.333,27.13,18.648
Andhra Pradesh,Adilabad,1987,16.54,1.608,22.233,3.064,23.31,122.897,217.284,239.404,67.091,85.011,50.066,3.625
Andhra Pradesh,Adilabad,1988,0,14.784,1.615,29.768,8.982,119.094,374.588,280.587,249.763,55.438,11.714,9.658
Andhra Pradesh,Adilabad,1989,0,0,36.416,0.672,8.794,148.909,416.564,223.304,163.158,41.308,1.617,7.406
Andhra Pradesh,Adilabad,1990,3.478,2.73,15.976,0.72,102.587,190.659,220.152,348.22,102.476,104.968,15.48,5.131
Andhra Pradesh,Adilabad,1991,9.255,1.116,0.587,15.39,7.853,203.241,262.688,264.027,109.073,21.043,16.358,0
Andhra Pradesh,Adilabad,1992,0.572,0.629,0,6.188,24.327,107.204,167.688,368.318,203.478,34.319,12.295,0
Andhra Pradesh,Adilabad,1993,0,2.505,16.409,6.48,15.415,121.31,314.96,233.108,213.794,154.753,0.149,5.624
Andhra Pradesh,Adilabad,1994,35.75,8.038,9.022,26.316,8.174,131.276,334.707,286.934,181.147,158.873,19.21,0
Andhra Pradesh,Adilabad,1995,42.022,0,42.484,2.135,32.042,155.584,366.158,216.432,238.689,144.959,15.056,0
Andhra Pradesh,Adilabad,1996,1.601,1.407,2.704,17.317,3.337,63.655,283.342,380.352,189.358,96.926,41.172,0
Andhra Pradesh,Adilabad,1997,21.571,0,7.297,30.171,10.509,55.983,242.445,228.663,136.047,76.299,73.937,22.796
Andhra Pradesh,Adilabad,1998,7.188,3.93,8.135,6.784,13.925,69.631,266.655,324.378,245.092,125.505,57.727,0
Andhra Pradesh,Adilabad,1999,0.25,6.468,0,2.91,56.529,90.531,229.461,263.669,210.297,81.359,0.154,0
Andhra Pradesh,Adilabad,2000,0,11.243,0,4.892,39.883,213.245,260.107,449.676,71.194,21.801,1.11,0.894
Andhra Pradesh,Adilabad,2001,27.877,0,29.505,19.383,18.654,238.726,137.05,296.14,92.442,119.916,5.925,0
Andhra Pradesh,Adilabad,2002,37.225,1.461,7.496,5.656,32.155,224.335,106.777,289.824,103.128,56.841,1.57,0
Andhra Pradesh,Anantapur,1901,0.054,12.422,0.003,13.646,73.475,43.486,43.741,34.063,130.792,93.757,66.966,9.941
Andhra Pradesh,Anantapur,1902,0.205,0,0,32.725,51.185,54.83,27.823,61.025,127.487,196.235,37.085,11.047
Andhra Pradesh,Anantapur,1903,1.423,0,0,6.271,76.354,61.566,80.052,106.341,203.903,163.795,151.939,6.299
Andhra Pradesh,Anantapur,1904,2.098,0,5.337,25.83,103.551,39.952,70.543,17.818,67.199,153.618,0.631,0.977
Andhra Pradesh,Anantapur,1905,2.097,2.703,7.379,18.921,50.693,54.772,25.485,149.098,24.322,115.605,7.65,0.011
Andhra Pradesh,Anantapur,1906,3.46,0,0.054,0.433,13.72,84.41,69.466,145.448,158.651,127.688,15.93,50.403
Andhra Pradesh,Anantapur,1907,1.396,0,4.121,91.809,9.545,50.209,96.527,42.264,122.505,13.962,45.06,6.31
Andhra Pradesh,Anantapur,1908,0.94,1.88,13.07,9.366,43.865,37.346,47.959,34.737,183.554,41.266,0.534,0.033
Andhra Pradesh,Anantapur,1909,2.739,0,0.608,45.657,96.961,32.999,45.549,164.143,146.404,59.808,8.791,2.188
Andhra Pradesh,Anantapur,1910,0,0.012,3.492,11.607,67.261,48.851,162.111,171.442,176.634,137.112,103.382,0
Andhra Pradesh,Anantapur,1911,0,0,1.051,56.085,92.334,54.526,36.192,35.157,97.238,100.402,25.008,14.357
Andhra Pradesh,Anantapur,1912,0.44,2.05,0,19.583,42.396,51.25,70.044,123.024,200.7,127.922,97.705,0
Andhra Pradesh,Anantapur,1913,0,0,0,4.843,83.974,35.463,81.738,21.585,209.33,138.844,0.599,9.2
Andhra Pradesh,Anantapur,1914,0.025,0.136,0.896,11.447,47.48,46.43,51.825,131.858,134.607,63.782,45.301,3.761
Andhra Pradesh,Anantapur,1915,0.869,1.168,32.883,6.119,85.233,65.949,114.259,29.181,231.953,56.281,110.374,0.984
Andhra Pradesh,Anantapur,1916,0,0,0.109,8.878,81.772,36.017,116.008,112.455,154.433,203.316,94.985,0.079
Andhra Pradesh,Anantapur,1917,0.303,5.555,8.059,13.735,104.974,79.889,46.647,177.066,191.426,162.836,88.23,0.507
Andhra Pradesh,Anantapur,1918,0.419,0.101,25.777,14.873,78.151,20.968,20.033,42.681,168.599,4.587,119.505,6.272
Andhra Pradesh,Anantapur,1919,1.382,0,6.209,54.36,80.895,91.708,88.125,15.89,328.15,73.54,121.237,5.589
Andhra Pradesh,Anantapur,1920,2.204,0,0,17.184,65.547,34.072,25.527,69.32,151.876,89.483,14.062,0
Andhra Pradesh,Anantapur,1921,2.669,0,1.906,84.345,12.902,60.811,90.182,67.811,58.872,314.973,79.786,0.073
Andhra Pradesh,Anantapur,1922,1.209,0,0,14.761,65.731,33.04,32.416,42.433,30.443,105.018,158.07,1.492
Andhra Pradesh,Anantapur,1923,0.816,5.189,16.035,17.439,39.88,49.737,46.595,20.301,129.578,35.394,3.117,0.395
Andhra Pradesh,Anantapur,1924,0.104,0,0.122,48.396,91.473,26.514,77.178,88.388,261.386,46.588,65.301,1.344
Andhra Pradesh,Anantapur,1925,0,0,1.675,41.126,151.148,19.842,46.449,81.816,113.184,104.44,60.629,49.547
Andhra Pradesh,Anantapur,1926,2.452,0.437,1.018,73.34,33.3,94.054,55.391,36.533,173.28,87.127,6.116,0.792
Andhra Pradesh,Anantapur,1927,0.065,1.371,2.996,3.21,48.349,68.462,110.598,42.516,207.353,51.199,140.255,0.007
Andhra Pradesh,Anantapur,1928,0.061,10.769,1.415,56.579,54.999,77.357,90.816,100.613,97.407,162.651,16.604,4.79
Andhra Pradesh,Anantapur,1929,0.175,1.245,0,33.022,49.841,34.99,29.478,26.125,210.466,118.081,83.253,2.528
Andhra Pradesh,Anantapur,1930,2.026,2.727,12.849,13.623,138.251,49.256,65.279,40.526,168.534,290.599,45.142,13.769
Andhra Pradesh,Anantapur,1931,0,0,0.796,16.157,65.871,67.753,36.506,23.464,162.86,51.519,65.733,6.42
Andhra Pradesh,Anantapur,1932,0,2.807,0,3.043,41.193,65.564,40.795,194.297,101.055,135.817,122.377,2.488
Andhra Pradesh,Anantapur,1933,0,2.884,14.071,44.635,166.688,18.537,110.433,148.276,86.883,163.168,32.989,34.393
Andhra Pradesh,Anantapur,1934,0.636,0,0,50.383,32.035,47.477,102.147,24.232,34.273,102.038,30.516,0.612
Andhra Pradesh,Anantapur,1935,1.177,5.136,0.511,47.543,24.562,112.605,48.781,249.442,69.557,137.161,0.682,0.479
Andhra Pradesh,Anantapur,1936,0.105,10.508,11.034,29.167,84.422,52.237,45.858,42.727,145.572,53.506,107.354,1.593
Andhra Pradesh,Anantapur,1937,0,7.944,11.741,75.101,50.346,64.824,60.065,26.565,149.571,198.272,20.1,4.2
Andhra Pradesh,Anantapur,1938,0,0.383,5.775,12.993,52.963,33.646,46.659,204.767,195.871,9.012,2.384,0.11
Andhra Pradesh,Anantapur,1939,0.226,0,22.427,81.533,8.912,62.856,35.074,123.202,176.637,145.055,62.28,0.295
Andhra Pradesh,Anantapur,1940,0.419,0.131,1.079,47.426,143.598,58.217,41.966,54.919,116.851,269.339,98.994,4.692
Andhra Pradesh,Anantapur,1941,0.781,7.877,0,18.226,49.268,45.479,43.824,89.184,191.985,92.907,15.386,36.065
Andhra Pradesh,Anantapur,1942,0,4.785,0,16.054,65.864,94.227,26.561,67.732,78.634,37.808,17.875,4.964
Andhra Pradesh,Anantapur,1943,0.62,0.007,3.45,30.875,156.691,31.888,28.861,66.864,127.462,197.916,64.51,0.018
Andhra Pradesh,Anantapur,1944,0,7.84,23.417,9.651,46.078,98.387,86.017,18.95,125.606,194.408,38.136,0.177
Andhra Pradesh,Anantapur,1945,0.034,0,0,49.96,76.027,16.004,128.212,70.403,107.851,44.232,35.697,0.79
Andhra Pradesh,Anantapur,1946,0.054,2.879,10.132,49.416,74.492,26.302,45.577,115.32,114.836,146.34,164.453,18.775
Andhra Pradesh,Anantapur,1947,1.423,9.309,0.025,22.557,29.606,47.684,57.166,186.977,189.308,79.823,14.418,10.747
Andhra Pradesh,Anantapur,1948,0.41,0,3.996,37.382,115.394,14.742,56.745,97.065,94.196,57.417,141.929,0.567
Andhra Pradesh,Anantapur,1949,0,0,0.016,6.699,107.344,59.686,54.383,116.239,189.028,115.23,19.815,0
Andhra Pradesh,Anantapur,1950,0,4.995,8.237,0.353,86.502,44.545,56.358,101.851,128.805,136.347,41.435,0
Andhra Pradesh,Anantapur,1951,0,0,14.94,47.633,155.615,56.762,73.092,20.414,133.601,91.795,8.294,0
Andhra Pradesh,Anantapur,1952,0,2.096,1.482,5.901,131.744,24.232,58.325,56.143,53.676,142.359,0.462,32.811
Andhra Pradesh,Anantapur,1953,0.047,0,0,60.898,16.705,63.142,146.955,34.908,186.616,337.638,1.416,0
Andhra Pradesh,Anantapur,1954,0.724,0,4.612,18.988,76.478,34.127,117.703,98.968,47.19,146.336,0.462,11.568
Andhra Pradesh,Anantapur,1955,0.058,0.001,11.111,39.893,177.616,43.025,47.532,117.465,170.028,151.035,28.92,2.548
Andhra Pradesh,Anantapur,1956,0.112,0.487,0.001,117.808,103.515,74.608,112.235,32.113,167.871,267.765,111.325,11.282
Andhra Pradesh,Anantapur,1957,0,0.002,2.195,26.183,79.991,143.196,61.172,73.46,75.86,134.544,25.678,0
Andhra Pradesh,Anantapur,1958,0.048,2.845,4.849,54.911,60.638,60.48,38.495,134.597,130.415,145.605,38.34,4.8
Andhra Pradesh,Anantapur,1959,0,3.911,0,45.558,86.242,118.519,76.474,80.587,168.428,59.637,19.037,10.378
Andhra Pradesh,Anantapur,1960,0,0,6.116,15.991,44.74,37.668,86.415,13.115,307.697,76.527,66.973,0.022
Andhra Pradesh,Anantapur,1961,0.306,5.311,0.225,19.021,128.872,89.82,69.67,74.412,39.297,147.76,25.799,0.007
Andhra Pradesh,Anantapur,1962,0,4.6,3.942,58.197,105.094,40.832,54.011,90.004,141.797,176.578,30.725,58.427
Andhra Pradesh,Anantapur,1963,0.389,0,4.243,97.871,56.79,34.725,70.177,166.569,85.508,156.21,0.566,5.412
Andhra Pradesh,Anantapur,1964,0,0,0,17.475,12.343,76.643,189.478,61.041,292.445,69.572,58.091,2.157
Andhra Pradesh,Anantapur,1965,0.871,0.372,0.697,35.917,25.655,55.507,36.944,99.948,109.246,3.574,27.911,31.816
Andhra Pradesh,Anantapur,1966,1.842,0,0.181,10.245,87.151,109.998,106.512,150.874,150.331,129.793,140.131,23.661
Andhra Pradesh,Anantapur,1967,4.476,0,8.507,19.833,60.855,63.167,159.355,35.139,101.855,123.543,5.154,13.14
Andhra Pradesh,Anantapur,1968,0,10.628,25.83,66.248,74.172,51.147,53.773,11.234,255.184,120.813,45.811,11.459
Andhra Pradesh,Anantapur,1969,0,0,0.204,10.751,100.564,54.694,58.498,155.552,29.944,182.821,38.6,14.138
Andhra Pradesh,Anantapur,1970,0,0,0.474,28.078,154.75,41.376,68.132,94.596,177.213,161.961,1.802,0.001
Andhra Pradesh,Anantapur,1971,0,1.095,6.125,41.591,68.565,32.234,31.956,107.583,66.037,183.223,10.885,0.935
Andhra Pradesh,Anantapur,1972,0.912,0,0,17.416,131.378,55.271,25.833,12.227,199.067,135.514,32.64,17.074
Andhra Pradesh,Anantapur,1973,0,0,0,5.716,39.55,70.122,37.024,121.193,141.085,270.398,43.788,3.031
Andhra Pradesh,Anantapur,1974,0,0,0.097,20.776,153.421,44.787,58.634,36.409,290.557,148.508,15.37,0
Andhra Pradesh,Anantapur,1975,0.087,0.001,4.101,16.605,71.592,27.346,115.097,79.308,146.146,319.802,77.958,2.14
Andhra Pradesh,Anantapur,1976,0.04,0,0.026,56.263,23.477,27.888,33.681,104.679,37.284,62.427,53.031,0.007
Andhra Pradesh,Anantapur,1977,0,0.246,6.828,69.614,169.652,80.754,84.975,115.723,86.637,140.713,80.129,0.234
Andhra Pradesh,Anantapur,1978,0.163,5.71,0.28,68.208,52.925,38.108,110.121,44.517,216.012,82.653,66.813,28.998
Andhra Pradesh,Anantapur,1979,0,14.591,1.295,9.189,91.475,64.118,66.484,52.426,195.454,93.465,122.022,0.262
Andhra Pradesh,Anantapur,1980,0,0,1.6,26.152,67.235,34.932,36.759,72.389,114.484,75.243,42.703,3.304
Andhra Pradesh,Anantapur,1981,0.576,0,17.747,44.258,45.242,18.217,69.692,76.893,244.789,133.89,61.912,6.474
Andhra Pradesh,Anantapur,1982,0,0,1.154,10.306,37.549,72.725,56.575,21.003,107.553,79.099,141.997,0.295
Andhra Pradesh,Anantapur,1983,0,0,0.699,16.89,86.193,96.896,67.928,150.977,220.753,85.994,8.008,17.6
Andhra Pradesh,Anantapur,1984,0.417,5.191,17.331,40.384,20.631,31.459,127.939,17.887,79.89,67.252,13.05,10.134
Andhra Pradesh,Anantapur,1985,0.39,0,8.609,9.54,39.025,55.643,58.758,40.234,74.008,91.469,45.385,5.306
Andhra Pradesh,Anantapur,1986,2.7,4.758,0,32.644,34.875,82.071,45.182,80.358,212.298,78.514,73.511,18.186
Andhra Pradesh,Anantapur,1987,0.294,0.012,11.752,31.163,60.776,50.456,48.449,91.054,74.556,142.84,33.532,20.477
Andhra Pradesh,Anantapur,1988,0,5.184,0,63.944,79.531,30.646,145.136,133.283,241.516,25.119,16.907,19.389
Andhra Pradesh,Anantapur,1989,0.007,0,7.822,11.56,39.555,70.253,149.355,30.803,153.504,163.337,8.119,3.716
Andhra Pradesh,Anantapur,1990,0.171,0.087,4.621,18.278,188.382,47.417,35.823,83.135,71.909,141.507,39.751,1.636
Andhra Pradesh,Anantapur,1991,0.057,0.007,0,37.639,96.796,116.598,57.386,85.942,110.071,182.089,29.541,0
Andhra Pradesh,Anantapur,1992,0.037,0,0,10.272,74.621,93.266,89.227,92.005,112.125,114.898,45.597,0.269
Andhra Pradesh,Anantapur,1993,0,0,8.609,27.848,60.953,73.998,72.192,85.835,132.107,182.427,14.523,26.912
Andhra Pradesh,Anantapur,1994,0.759,1.331,2.523,29.156,41.106,41.339,73.752,65.062,52.916,228.128,41.452,2.002
Andhra Pradesh,Anantapur,1995,2.938,0,9.6,18.458,116.136,61.954,80.11,122.375,154.098,246.497,30.537,0.03
Andhra Pradesh,Anantapur,1996,0,0.012,0,74.871,57.405,109.911,54.142,169.863,158.99,153.586,53.504,5.664
Andhra Pradesh,Anantapur,1997,0.963,0,8.409,64.054,43.915,44.666,43.287,99.633,125.113,218.99,109.439,38.582
Andhra Pradesh,Anantapur,1998,0,0,0,45.315,61.334,39.021,139.294,191.88,138.115,221.133,33.981,11.4
Andhra Pradesh,Anantapur,1999,0,2.955,0,38.832,147.02,44.108,75.649,60.609,97.503,146.897,28.982,1.165
Andhra Pradesh,Anantapur,2000,0,5.876,0,45.422,74.744,76.743,72.593,185.413,118.197,176.051,7.881,4.431
Andhra Pradesh,Anantapur,2001,0.748,0,8.177,56.759,28.46,50.801,55.809,73.125,127.757,155.67,19.56,2.472
Andhra Pradesh,Anantapur,2002,0.823,0.108,2.03,7.985,120.932,100.99,26.657,57.483,50.547,155.442,15.902,1.171
Andhra Pradesh,Chittoor,1901,0.493,40.226,0.055,14.454,61.991,32.048,62.225,47.658,166.334,122.873,147.602,120.187
Andhra Pradesh,Chittoor,1902,14.866,1.306,0.182,23.939,64.332,58.824,47.056,199.887,210.342,283.626,79.581,51.161
Andhra Pradesh,Chittoor,1903,13.388,0.73,0,2.464,148.212,113.121,110.34,122.038,348.561,177.452,334.659,127.227
Andhra Pradesh,Chittoor,1904,8.279,0,0,15.627,109.653,24.971,95.053,32.794,81.94,167.337,2.142,16.03
Andhra Pradesh,Chittoor,1905,5.772,2.483,26.499,25.248,49.22,43.984,34.767,212.657,99.804,201.975,55.427,2.506
Andhra Pradesh,Chittoor,1906,14.869,8.317,8.631,0.327,6.288,112.252,103.844,222.656,187.179,120.885,44.246,78.252
Andhra Pradesh,Chittoor,1907,2.35,0,29.403,103.311,23.027,74.736,72.317,52.593,189.272,62.175,144.445,35.114
Andhra Pradesh,Chittoor,1908,0.249,14.842,7.06,6.459,61.261,33.643,48.983,46.213,191.164,154.008,22.261,8.759
Andhra Pradesh,Chittoor,1909,16.622,0.298,0,80.648,167.25,36.736,35.979,217.081,196.297,120.633,12.85,4.64
Andhra Pradesh,Chittoor,1910,0.053,1.256,0.339,26.085,34.303,78.398,214.894,170.593,111.929,255.347,159.357,0.42
