State,District,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
Chattisgarh,Bilaspur,1930,30.335,11.848,6.134,19.796,8.175,40.136,260.534,133.882,41.788,5.492,10.086,9.751
Chattisgarh,Bilaspur,1931,28.908,40.001,16.694,10.628,19.01,19.401,352.67,222.787,186.344,25.117,1.177,0
Chattisgarh,Bilaspur,1932,17.689,4.611,16.36,6.675,8.077,55.42,139.434,132.118,108.388,1.276,0.589,29.993
Chattisgarh,Bilaspur,1933,14.238,24.618,14.216,15.973,15.959,71.349,188.413,318.753,146.412,17.83,8.496,0.825
Chattisgarh,Bilaspur,1934,21.513,6.351,17.063,1.515,6.066,50.864,195.493,276.924,27.781,0,0,17.476
Chattisgarh,Bilaspur,1935,66.421,50.19,10.264,19.366,9.323,5.263,121.038,127.052,74.214,0.752,18.438,10.795
Chattisgarh,Bilaspur,1936,6.829,40.681,31.66,17.199,12.423,263.419,377.159,202.545,101.539,11.659,2.942,35.54
Chattisgarh,Bilaspur,1937,6.034,82.631,7.945,28.032,12.884,47.416,305.846,71.706,109.014,8.418,1.097,20.474
Chattisgarh,Bilaspur,1938,51.163,28.265,2.245,5.673,1.667,183.872,154.395,164.889,24.87,7.4,1.286,1.678
Chattisgarh,Bilaspur,1939,17.8,48.606,24.846,10.787,6.05,65.184,143.918,92.29,63.992,7.889,0,0
Chattisgarh,Bilaspur,1940,41.156,46.83,23.076,10.725,10.197,102.302,116.98,179.018,76.19,1.113,0.862,7.695
Chattisgarh,Bilaspur,1941,29.787,15.028,6.64,5.851,24.063,68.376,117.814,89.103,191.001,1.176,2.228,14.732
Chattisgarh,Bilaspur,1942,40.371,44.179,12.734,23.712,19.775,67.476,286.376,198.61,96.101,2.261,1.388,28.79
Chattisgarh,Bilaspur,1943,27.567,3.777,9.718,17.714,6.563,106.656,104.351,161.043,77.779,0,0,0
Chattisgarh,Bilaspur,1944,34.815,36.725,20.837,21.415,2.419,91.266,150.105,177.557,99.776,1.004,3.67,9.714
Chattisgarh,Bilaspur,1945,32.379,1.496,18.317,37.292,9.676,82.458,281.994,129.679,212.453,13.215,0.201,2.829
Chattisgarh,Bilaspur,1946,2.156,15.839,9.11,15.026,24.71,83.452,186.875,155.664,30.263,14.442,12.038,13.093
Chattisgarh,Bilaspur,1947,17.673,22.502,18.981,1.441,8.001,24.398,140.604,260.857,108.105,10.789,1.286,13.998
Chattisgarh,Bilaspur,1948,5.905,40.228,47.764,11.14,9.538,77.98,296.284,277.622,90.394,4.831,3.684,15.007
Chattisgarh,Bilaspur,1949,10.03,49.81,16.15,12.194,11.563,37.893,346.887,128.738,126.572,6.769,0.906,2.112
Chattisgarh,Bilaspur,1950,79.69,26.952,41.775,5.354,13.257,65.11,334.661,214.297,313.465,0.634,0.697,1.105
Chattisgarh,Bilaspur,1951,28.339,23.891,27.642,17.777,19.083,62.984,139.379,171.611,73.549,4.572,24.381,2.012
Chattisgarh,Bilaspur,1952,19.959,20.254,31.463,7.325,17.522,63.842,132.076,131.974,13.351,1.1,9.539,7.513
Chattisgarh,Bilaspur,1953,45.788,10.735,11.379,10.494,4.209,54.684,331.281,217.068,170.656,4.086,2.939,10.004
Chattisgarh,Bilaspur,1954,32.1,68.821,6.518,1.662,11.63,46.452,245.588,108.775,345.449,12.967,0,2.038
Chattisgarh,Bilaspur,1955,28.181,2.786,31.864,14.955,16.527,46.798,161.017,185.149,249.127,27.311,0,3.931
Chattisgarh,Bilaspur,1956,24.013,13.278,25.884,11.756,19.765,133.169,200.828,197.501,28.145,32.001,0,6.104
Chattisgarh,Bilaspur,1957,81.439,6.24,29.507,31.798,13.163,45.704,137.856,333.554,91.491,11.254,14.874,25.351
Chattisgarh,Bilaspur,1958,13.48,8.056,11.942,9.195,5.942,55.051,167.523,205.869,253.465,20.194,2.354,33.491
Chattisgarh,Bilaspur,1959,35.253,18.747,17.256,6.385,33.406,16.746,393.822,220.062,71.803,14.426,32.329,0.743
Chattisgarh,Bilaspur,1960,26.295,2.638,26.594,12.709,9.182,55.222,190.595,158.401,93.199,14.022,0,7.763
Chattisgarh,Bilaspur,1961,94.856,37.022,10.262,15.312,9.752,32.389,286.191,172.918,160.234,18.558,2.114,18.564
Chattisgarh,Bilaspur,1962,42.956,29.953,22.749,1.718,10.973,18.067,178.706,153.706,239.62,0,12.783,16.094
Chattisgarh,Bilaspur,1963,3.293,28.119,50.025,7.842,24.5,27.368,124.998,130.403,115.276,1.504,5.427,20.915
Chattisgarh,Bilaspur,1964,27.682,7.41,12.335,11.081,18.102,60.891,336.896,180.685,106.019,0,2.964,10.447
Chattisgarh,Bilaspur,1965,11.382,35.333,21.546,37.981,15.938,7.91,185.447,161.138,9.093,13.56,10.511,0
Chattisgarh,Bilaspur,1966,3.812,58.278,27.423,14.598,22.425,122.116,171.494,199.601,204.18,16.111,16.263,1.375
Chattisgarh,Bilaspur,1967,0.3,24.688,50.476,6.604,3.546,13.813,129.385,363.787,50.634,3.85,3.012,49.959
Chattisgarh,Bilaspur,1968,36.414,37.284,12.86,5.102,6.022,31.911,174.161,219.1,13.861,11.711,0,9.794
Chattisgarh,Bilaspur,1969,10.47,13.278,27.651,39.296,25.975,20.745,244.878,179.656,203.511,3.009,0.553,0
Chattisgarh,Bilaspur,1970,27.085,23.584,11.285,0.59,14.346,62.307,74.733,227.046,68.592,3.571,0,0.198
Chattisgarh,Bilaspur,1971,6.604,19.467,7.78,21.495,52.309,98.157,211.94,301.196,75.552,15.756,5.146,0
Chattisgarh,Bilaspur,1972,15.52,20.943,7.357,7.403,4.958,22.452,131.01,157.937,248.97,18.904,15.319,10.154
Chattisgarh,Bilaspur,1973,20.82,17.987,13.239,1.217,15.936,84.878,190.05,297.076,103.867,10.33,0,16.201
Chattisgarh,Bilaspur,1974,13.418,16.516,2.795,1.261,20.213,40.892,216.311,108.586,32.678,1.356,0,11.396
Chattisgarh,Bilaspur,1975,36.713,30.048,31.021,3.738,1.412,131.893,240.946,205.606,228.631,4.526,0,0
Chattisgarh,Bilaspur,1976,16.005,37.534,15.353,12.269,14.713,165.591,202.907,539.184,158.469,12.314,0,0.182
Chattisgarh,Bilaspur,1977,41.522,2.736,1.69,42.883,42.695,166.184,235.241,162.35,81.168,21.158,0.927,10.447
Chattisgarh,Bilaspur,1978,6.476,10.494,63.506,12.002,0.724,101.563,328.076,395.487,225.731,0.633,12.319,2.215
Chattisgarh,Bilaspur,1979,16.431,55.474,36.646,6.89,24.744,49.266,194.992,97.552,119.654,7.1,11.785,1.917
Chattisgarh,Bilaspur,1980,15.246,21.844,24.958,6.243,10.066,129.107,489.558,324.921,126.059,7.971,9.355,10.89
Chattisgarh,Bilaspur,1981,88.637,22.317,43.61,7.64,11.911,16.551,422.603,126.63,16.811,7.156,45.766,0.868
Chattisgarh,Bilaspur,1982,28.83,20.848,91.625,20.184,37.582,16.706,72.293,236.625,10.624,1.329,24.277,23.832
Chattisgarh,Bilaspur,1983,53.178,27.296,49.424,43.045,62.361,81.659,211.234,251.757,112.797,21.629,0,3.369
Chattisgarh,Bilaspur,1984,2.433,69.942,9.309,18.604,0.609,39.506,436.693,256.889,174.758,0.161,0,21.132
Chattisgarh,Bilaspur,1985,18.234,1.67,9.582,27.896,19.91,96.169,378.613,212.338,137.448,22.48,1.846,25.088
Chattisgarh,Bilaspur,1986,4.077,41.436,18.276,13.824,31.274,89.134,292.249,225.745,159.162,8.096,4.28,35.673
Chattisgarh,Bilaspur,1987,38.143,26.815,19.123,10.677,23.51,61.461,95.506,128.715,13.404,13.938,0,13.028
Chattisgarh,Bilaspur,1988,7.699,17.331,52.069,11.384,3.349,71.614,337.647,197.907,162.223,20.782,0.262,28.865
Chattisgarh,Bilaspur,1989,58.363,8.68,18.214,2.989,8.78,43.722,276.723,145.054,70.99,0.887,9.332,4.309
Chattisgarh,Bilaspur,1990,4.868,77.127,60.793,12.942,36.169,29.768,224.6,261.6,245.38,3.716,14.748,41.981
Chattisgarh,Bilaspur,1991,1.912,26.39,14.342,41.417,23.778,119.248,36.637,197.301,85.927,2.809,3.88,10.071
Chattisgarh,Bilaspur,1992,49.511,48.361,19.739,10.296,33.498,39.274,155.092,217.012,113.439,4.145,31.878,1.946
Chattisgarh,Bilaspur,1993,14.772,19.625,20.495,20.444,16.195,72.957,182.034,42.271,182.942,0,0,0
Chattisgarh,Bilaspur,1994,23.575,13.757,10.623,6.909,51.476,43.754,210.228,156.923,142.933,2.054,0,7.245
Chattisgarh,Bilaspur,1995,40.127,99.592,27.959,6.306,0.751,90.603,183.63,343.471,139.555,2.369,23.444,1.319
Chattisgarh,Bilaspur,1996,46.878,43.647,25.407,10.808,28.572,212.723,148.958,355.73,86.822,9.884,0,2.537
Chattisgarh,Bilaspur,1997,23.846,12.184,18.841,44.624,21.93,147.871,239.979,301.671,79.858,19.273,20.939,5.401
Chattisgarh,Bilaspur,1998,35.834,40.381,41.57,26.996,23.901,17.713,222.999,176.333,97.553,17.842,4.12,2.546
Chattisgarh,Bilaspur,1999,16.865,13.548,8.407,7.17,17.033,79.732,104.482,168.934,100.042,4.417,2.348,4.391
Chattisgarh,Bilaspur,2000,20.084,35.982,10.045,3.153,16.96,94.128,215.905,143.746,63.664,0,3.523,0.942
Chattisgarh,Bilaspur,2001,8.737,10.62,13.251,13.464,27.596,74.851,279.644,70.025,59.834,0.942,2.457,2.408
Chattisgarh,Bilaspur,2002,17.295,35.664,33.044,7.966,12.769,64.37,96.213,147.965,200.045,0.923,0,3.881
Chattisgarh,Dantewada,1901,12.176,20.892,5.876,23.967,42.433,80.041,217.009,211.539,179.65,60.3,54.594,0
Chattisgarh,Dantewada,1902,2.175,0,3.436,26.148,31.161,80.648,218.815,229.741,214.713,26.661,15.169,22.632
Chattisgarh,Dantewada,1903,0,2.408,0.147,15.956,26.516,167.898,470.851,265.862,228.417,113.982,25.624,10.921
Chattisgarh,Dantewada,1904,0,0.014,5.019,0.256,56.922,137.884,149.298,203.582,219.568,135.14,0.286,4.725
Chattisgarh,Dantewada,1905,0.14,13.222,19.568,114.245,57.51,85.934,139.401,272.005,387.704,10.429,0.286,0
Chattisgarh,Dantewada,1906,4.776,10.236,14.278,0.256,1.604,297.748,260.394,175.27,132.992,24.918,17.442,1.495
Chattisgarh,Dantewada,1907,0,0.232,13.194,66.223,12.577,243.734,173.067,296.251,78.103,8.605,12.052,5.42
Chattisgarh,Dantewada,1908,6.909,0.613,0.142,20.61,36.497,84.102,240.967,318.337,320.813,2.948,0.286,0.014
Chattisgarh,Dantewada,1909,0.372,12.393,0.454,87.838,6.837,114.939,258.204,177.605,120.318,7.025,0.286,0.658
Chattisgarh,Dantewada,1910,0,0,0,19.759,29.488,237.06,276.934,205.264,258.873,218.678,38.924,0
Chattisgarh,Dantewada,1911,0,0,9.802,18.507,22.399,201.747,209.864,209.988,185.399,92.868,39.849,9.199
Chattisgarh,Dantewada,1912,0,22.174,0.419,28.199,35.552,72.17,311.803,228.455,215.245,36.905,26.21,7.184
Chattisgarh,Dantewada,1913,0,15.995,0.278,33.213,13.352,124.548,319.641,184.274,173.256,61.686,11.49,1.53
Chattisgarh,Dantewada,1914,0,0.582,4.846,29.919,51.903,293.054,291.3,157.136,274.69,21.626,1.21,4.132
Chattisgarh,Dantewada,1915,11.657,16.152,23.034,34.679,40.393,181.513,324.302,255.746,186.567,66.766,12.666,0.01
Chattisgarh,Dantewada,1916,0,14.84,0,6.223,12.432,183.839,204.411,295.918,238.406,103.837,26.255,0
Chattisgarh,Dantewada,1917,0,20.855,5.02,25.199,82.588,232.095,335.904,128.082,382.655,277.395,27.307,0.2
Chattisgarh,Dantewada,1918,9.136,5.604,18.291,62.087,60.076,188.907,212.736,216.024,138.442,26.925,28.729,9.44
Chattisgarh,Dantewada,1919,11.071,30.737,18.403,2.949,29.384,172.879,216.147,181.546,136.132,133.833,92.185,1.753
Chattisgarh,Dantewada,1920,4.103,0.331,6.697,17.204,20.127,87.354,201.836,127.09,111.501,22.49,4.952,0
Chattisgarh,Dantewada,1921,5.838,0,0,20.583,3.802,187.728,197.066,152.925,235.693,71.99,1.791,0
Chattisgarh,Dantewada,1922,3.648,0,0,6.826,27.357,160.564,284.029,176.069,202.486,52.041,43.408,0
Chattisgarh,Dantewada,1923,1.174,13.143,13.405,14.748,8.688,44.86,231.033,148.759,208.774,90.283,11.607,0
Chattisgarh,Dantewada,1924,8.636,0,2.995,24.951,24.849,83.957,155.258,214.518,341.516,92.601,137.054,0.045
Chattisgarh,Dantewada,1925,0.056,0,0.207,63.293,123.44,207.48,383.716,264.727,150.641,120.468,4.155,6.412
Chattisgarh,Dantewada,1926,18.313,0.175,27.09,35.787,50.456,103.617,317.613,295.781,195.008,40.826,1.06,0
Chattisgarh,Dantewada,1927,6.835,3.229,48.041,12.504,22.358,243.366,378.998,270.176,124.989,113.271,25.442,0
Chattisgarh,Dantewada,1928,0,9.498,22.696,4.323,24.045,169.681,376.514,176.889,291.518,103.925,0.286,3.455
Chattisgarh,Dantewada,1929,0,37.511,0.271,28.03,14.381,223.796,314.264,320.601,258.172,70.474,0.85,6.547
Chattisgarh,Dantewada,1930,0,7.211,24.221,37.919,13.352,226.727,160.834,137.932,216.745,107.328,87.424,0.944
Chattisgarh,Dantewada,1931,0,2.7,12.755,15.118,45.756,186.401,266.985,278.918,216.421,204.336,60.049,0
Chattisgarh,Dantewada,1932,0,26.6,0,24.473,32.386,102.466,348.882,243.873,228.836,24.212,79.269,0
Chattisgarh,Dantewada,1933,10.654,18.201,14.431,21.678,55.242,215.389,248.232,219.823,268.201,101.127,32.686,8.3
Chattisgarh,Dantewada,1934,0.006,0,0.215,21.961,5.177,210.731,365.814,330.521,172.734,84.137,24.698,0
Chattisgarh,Dantewada,1935,1.352,1.69,0.207,28.483,10.395,89.059,315.341,145.895,263.831,27.224,0.286,0.152
Chattisgarh,Dantewada,1936,0.274,46.221,25.407,4.726,113.736,272.636,369.954,274.589,212.468,173.216,42.667,4.959
Chattisgarh,Dantewada,1937,0,34.683,15.431,80.146,3.161,71.076,301.815,141.758,133.353,69.189,1.539,0.924
Chattisgarh,Dantewada,1938,0.147,17.381,27.474,21.641,66.383,217.137,259.205,248.975,212.01,162.566,19.868,0
Chattisgarh,Dantewada,1939,0.643,1.076,27.07,21.26,1.643,104.138,209.299,194.004,123.148,201.863,13.086,0
Chattisgarh,Dantewada,1940,0,6.976,11.682,44.658,73.365,147.868,349.65,261.953,72.846,104.281,32.327,1.508
Chattisgarh,Dantewada,1941,1.877,8.115,12.062,3.508,36.756,195.688,95.517,100.136,239.917,102.283,16.044,0.249
Chattisgarh,Dantewada,1942,0,12.424,0.476,62.635,18.405,115.149,334.487,304.811,111.814,20.881,11.678,0
Chattisgarh,Dantewada,1943,9.208,0.231,0.507,46.821,34.091,177.995,215.482,143.642,200.422,86.894,12.381,0
Chattisgarh,Dantewada,1944,2.588,29.19,47.486,31.185,27.099,88.268,319.011,207.351,221.306,143.501,18.27,0
Chattisgarh,Dantewada,1945,6.374,0,0,57.887,7.438,103.638,284.707,259.599,289.692,111.03,48.653,4.866
Chattisgarh,Dantewada,1946,0,20.36,1.169,63.563,42.939,198.701,389.853,206.929,129.513,72.651,79.249,0
Chattisgarh,Dantewada,1947,5.716,9.911,6.594,7.22,12.322,114.096,394.973,269.495,315.694,70.481,52.763,7.814
Chattisgarh,Dantewada,1948,0.491,9.262,10.412,22.494,63.482,81.133,205.383,177.884,173.744,43.99,77.034,0
Chattisgarh,Dantewada,1949,0.455,0.651,0.207,21.946,66.935,130.921,258.772,140.866,261.592,193.324,0.286,0
Chattisgarh,Dantewada,1950,0,34.271,18.877,6.355,44.34,81.205,302.924,177.476,205.773,19.47,65.444,0
Chattisgarh,Dantewada,1951,0,0.126,41.94,30.94,55.101,161.616,384.474,208.626,134.316,88.54,5.321,5.291
Chattisgarh,Dantewada,1952,0,4.815,0.834,36.687,24.698,101.55,307.647,187.701,251.7,90.371,0.286,7.885
Chattisgarh,Dantewada,1953,6.954,0.264,0,39.05,9.029,238.405,175.483,405.117,201.014,148.877,3.867,0
Chattisgarh,Dantewada,1954,0,0,7.176,14.832,41.853,61.48,328.123,271.677,346.773,81.047,0.286,4.296
Chattisgarh,Dantewada,1955,0,0.371,14.663,35.375,34.282,201.53,236.241,313.563,237.189,205.198,7.042,0
Chattisgarh,Dantewada,1956,0,9.439,0.278,13.376,62.696,223.335,420.231,262.413,145.499,127.319,14.233,0
Chattisgarh,Dantewada,1957,0.087,2.926,18.304,21.944,23.163,232.455,291.647,256.259,114.434,110.007,0.962,0
Chattisgarh,Dantewada,1958,5.437,12.457,5.774,36.6,28.119,93.946,339.547,244.043,191.865,140.044,33.241,0
Chattisgarh,Dantewada,1959,2.752,0.437,0,26.479,43.972,233.552,335.22,370.177,298.172,101.087,1.442,1
Chattisgarh,Dantewada,1960,0,0,33.201,9.566,37.684,191.416,245.61,148.956,188.587,105.244,0.605,2.487
Chattisgarh,Dantewada,1961,0.179,16.185,9.961,9.229,44.714,224.231,320.807,238.124,169.203,184.722,32.25,0.023
Chattisgarh,Dantewada,1962,1.441,31.794,0.639,81.191,13.772,114.212,255.893,262.914,267.809,65.522,47.63,27.552
Chattisgarh,Dantewada,1963,0,0,9.82,64.837,21.281,171.77,198.52,352.514,172.405,168.623,0.286,0
Chattisgarh,Dantewada,1964,0,13.392,1.197,34.677,8.343,111.108,122.698,269.403,312.869,111.385,7.098,0
Chattisgarh,Dantewada,1965,2.656,0.306,10.685,29.707,29.694,117.127,361.628,142.682,208.589,6.152,0.286,0.422
Chattisgarh,Dantewada,1966,23.575,0,1.095,13.028,6.59,88.05,294.766,196.385,251.229,46.837,8.08,6.157
Chattisgarh,Dantewada,1967,4.252,0,57.101,21.48,3.481,208.964,305.775,204.891,189.838,24.143,0.286,25.764
Chattisgarh,Dantewada,1968,6.73,28.159,11.226,38.741,31.602,114.342,249.288,67.426,296.091,141.175,21.762,0.501
Chattisgarh,Dantewada,1969,2.22,0,3.996,8.308,106.659,169.146,409.693,203.339,278.197,118.352,47.815,27.902
Chattisgarh,Dantewada,1970,5.23,8.506,20.287,29.708,67.153,277.392,210.193,433.142,194.47,23.149,0.286,0
Chattisgarh,Dantewada,1971,1.665,20.701,14.129,27.717,89.832,165.426,145.089,204.572,143.686,129.732,0.286,0
Chattisgarh,Dantewada,1972,0,9.631,0,13.27,28.386,145.724,232.991,137.684,213.064,76.588,99.005,1.629
Chattisgarh,Dantewada,1973,0,0.18,8.774,12.619,11.206,164.074,161.877,222.846,76.781,272.308,9.857,0
Chattisgarh,Dantewada,1974,0,1.141,1.874,13.881,41.244,205.293,189.326,148.343,121.323,189.589,45.446,0
Chattisgarh,Dantewada,1975,0.919,18.069,7.396,10.976,50.741,225.156,283.851,275.391,397.508,217.749,12.755,0
Chattisgarh,Dantewada,1976,0,0.129,2.63,18.379,42.34,91.171,366.575,266.471,129.474,11.77,50.943,0.829
Chattisgarh,Dantewada,1977,0.028,0.042,1.903,49.401,68.603,125.201,243.371,221.394,112.459,65.64,116.919,9.513
Chattisgarh,Dantewada,1978,12.161,7.156,4.784,18.019,37.63,260.944,375.086,385.478,150.024,58.451,41.018,0.92
Chattisgarh,Dantewada,1979,2.674,7.292,0.27,29.806,33.072,197.568,194.436,183.45,247.933,67.481,45.72,1.801
Chattisgarh,Dantewada,1980,1.331,0,11.413,23.375,20.087,299.233,273.682,262.008,168.435,25.521,2.622,5.419
Chattisgarh,Dantewada,1981,10.215,0,27.936,22.097,51.144,180.727,311.922,239.124,236.456,78.046,12.799,3.442
Chattisgarh,Dantewada,1982,0.309,1.321,3.306,35.14,38.369,128.188,298.288,266.09,148.887,69.49,31.644,0
Chattisgarh,Dantewada,1983,0,8.277,3.306,1.878,50.725,166.093,292.721,313.404,255.389,175.758,3.386,4.669
Chattisgarh,Dantewada,1984,5.633,2.718,5.033,30.072,34.533,137.435,239.006,142.034,153.496,90.054,1.698,0.032
Chattisgarh,Dantewada,1985,12.5,0.08,9.018,2.712,16.771,219.845,247.04,200.083,141.497,195.066,0.295,4.2
Chattisgarh,Dantewada,1986,19.83,18.814,0.63,36.067,16.676,197.529,223.748,324.404,82.194,60.709,73.791,8.81
Chattisgarh,Dantewada,1987,3.585,0.186,22.949,27.668,37.621,118.648,216.663,252.372,78.892,93.901,80.802,2.516
Chattisgarh,Dantewada,1988,0,2.345,1.152,38.992,32.768,131.01,407.151,249.93,202.699,33.082,9.546,6.767
Chattisgarh,Dantewada,1989,0,0,28.824,3.519,35.041,168.16,404.092,223.228,192.972,48.778,3.039,2.346
Chattisgarh,Dantewada,1990,1.615,27.666,33.43,5.272,137.114,211.168,246.931,358.19,153.738,211.146,34.704,3.16
Chattisgarh,Dantewada,1991,4.153,0.093,4.816,17.631,40.143,315.833,287.642,235.81,204.166,63.644,30.159,0.264
Chattisgarh,Dantewada,1992,1.483,0.415,0,7.327,33.482,152.572,250.372,303.863,144.243,46.274,35.501,0
Chattisgarh,Dantewada,1993,0,0.455,7.366,10.493,42.292,142.64,275.82,183.32,194.567,197.636,0.567,2.388
Chattisgarh,Dantewada,1994,7.968,7.431,8.368,17.885,44.447,129.683,342.542,268.463,139.446,155.707,43.815,0
Chattisgarh,Dantewada,1995,12.649,0.195,31.061,11.049,62.426,148.244,365.996,205.199,213.166,228.774,30.252,0
Chattisgarh,Dantewada,1996,2.06,1.192,3.472,39.097,5.673,135.078,286.541,282.231,132.068,89.253,53.123,0.774
Chattisgarh,Dantewada,1997,7.101,0,24.739,44.809,10.636,52.125,241.336,186.104,199.109,50.019,90.492,21.755
Chattisgarh,Dantewada,1998,1.651,9.297,1.24,17.051,34.125,102.488,257.248,217.47,167.844,204.507,94.516,0
Chattisgarh,Dantewada,1999,0,1.033,0,4.105,60.51,131.4,185.895,354.004,160.809,84.552,0.743,0
Chattisgarh,Dantewada,2000,0,36.133,0,14.31,49.603,315.176,221.745,418.21,92.938,87.457,1.535,0.439
Chattisgarh,Dantewada,2001,0.787,0,4.852,23.023,54.133,247.598,198.14,332.19,108.195,108.305,50.915,0
Chattisgarh,Dantewada,2002,22.198,0.357,6.362,14.299,42.684,182.066,152.567,297.993,62.519,64.381,4.684,0
Chattisgarh,Dhamtari,1901,18.523,23.347,19.979,71.941,24.059,130.048,182.097,258.254,178.354,17.989,16.955,0
Chattisgarh,Dhamtari,1902,4.986,0,0.003,4.422,12.614,117.108,283.349,339.615,183.781,18.485,3.449,23.412
Chattisgarh,Dhamtari,1903,1.273,3.161,0.422,2.161,53.038,200.465,657.371,306.697,190.305,82.018,2.915,8.957
Chattisgarh,Dhamtari,1904,0.594,1.342,19.911,0.24,49.697,230.407,194.755,438.601,198.107,49.875,0,6.619
Chattisgarh,Dhamtari,1905,2.896,4.295,14.213,98.911,36.081,151.439,275.282,410.888,505.426,3.587,0,0
Chattisgarh,Dhamtari,1906,9.284,12.949,10.827,0.24,13.818,422.75,384.172,344.874,152.877,25.576,1.784,3.08
Chattisgarh,Dhamtari,1907,0.756,12.814,11.387,137.166,11.7,311.41,186.1,352.069,108.04,5.475,5.284,5.866
Chattisgarh,Dhamtari,1908,7.454,1.462,7.755,7.225,15.358,319.16,280.518,392.359,251.723,16.794,0,1.196
Chattisgarh,Dhamtari,1909,0.177,11.037,0.664,89.943,39.956,189.937,427.669,238.449,144.027,5.759,0,6.007
Chattisgarh,Dhamtari,1910,0.664,0.148,1.288,16.926,12.042,245.554,414.892,296.589,303.8,143.386,17.187,0
Chattisgarh,Dhamtari,1911,2.856,0.18,14.612,2.191,14.65,288.373,258.231,370.675,288.82,93.551,14.28,0.254
Chattisgarh,Dhamtari,1912,2.293,24.816,0.219,26.605,15.653,41.295,425.602,346.12,272.792,21.113,11.454,0.76
Chattisgarh,Dhamtari,1913,0,16.422,6.835,13.231,23.913,189.584,305.798,322.131,216.505,46.061,0.411,2.657
Chattisgarh,Dhamtari,1914,0.221,3.319,19.205,63.019,18.179,306.369,369.821,273.449,320.309,16.33,0,9.429
Chattisgarh,Dhamtari,1915,34.979,18.894,26.838,26.613,23.915,181.222,280.308,361.588,218.626,86.752,6.129,0.38
Chattisgarh,Dhamtari,1916,0,3.177,0.002,12.832,21.088,161.415,253.588,348.751,247.215,83.153,6.967,0
Chattisgarh,Dhamtari,1917,0.149,22.775,2.833,17.523,54.537,267.207,332.382,206.906,445.907,197.399,0.64,0
Chattisgarh,Dhamtari,1918,24.596,1.062,7.007,12.529,51.402,323.05,236.1,416.034,146.312,7.896,2.337,8.863
Chattisgarh,Dhamtari,1919,33.746,31.722,26.783,5.898,22.485,278.121,341.684,426.633,187.466,120.51,22.902,5.689
Chattisgarh,Dhamtari,1920,9.696,0.832,12.709,20.476,9.229,117.276,309.717,277.69,100.971,20.605,0,0
Chattisgarh,Dhamtari,1921,14.227,0.58,0.002,11.081,0.214,240.279,305.575,274.499,278.133,24.968,0,0
Chattisgarh,Dhamtari,1922,5.786,0,0.002,4.73,12.99,250.609,400.505,249.286,270.823,48.631,22.366,0
Chattisgarh,Dhamtari,1923,0.005,10.675,13.086,31.797,4.867,72.13,280.612,248.74,209.81,38.152,4.506,0
Chattisgarh,Dhamtari,1924,34.923,1.965,6.228,18.887,11.768,90.945,248.955,327.861,299.863,63.698,13.75,2.294
Chattisgarh,Dhamtari,1925,0,0.147,0.933,14.204,80.692,252.211,447.939,528.616,154.455,21.923,6.883,0
Chattisgarh,Dhamtari,1926,25.947,0.517,33.197,55.143,45.573,174.495,344.952,638.525,375.981,81.561,0.837,0.833
Chattisgarh,Dhamtari,1927,5.41,3.133,33.208,3.165,13.078,310.167,517.326,487.909,76.629,102.395,12.542,1.622
Chattisgarh,Dhamtari,1928,1.443,5.279,8.525,7.395,12.905,144.992,614.914,243.283,320.737,99.697,0,2.822
Chattisgarh,Dhamtari,1929,3.566,24.265,0.785,33.06,4.953,243.85,660.456,570.208,257.888,53.903,0,12.093
Chattisgarh,Dhamtari,1930,0.149,0,24.252,32.867,11.647,225.283,270.638,206.175,245.416,62.928,25.23,2.019
Chattisgarh,Dhamtari,1931,0.56,4.607,9.698,29.064,15.624,48.078,334.089,446.797,233.716,149.418,22.026,0.732
Chattisgarh,Dhamtari,1932,0,12.039,4.068,13.179,15.978,124.439,505.058,346.864,264.724,13.049,19.443,0.028
Chattisgarh,Dhamtari,1933,0.643,1.403,13.117,56.917,52.033,258.973,363.729,342.343,230.39,70.727,8.157,8.229
Chattisgarh,Dhamtari,1934,1.886,0.121,1.617,16.348,0.839,275.511,464.976,551.712,287.154,84.179,15.352,1.025
Chattisgarh,Dhamtari,1935,1.379,1.006,0.713,27.657,5.732,135.21,419.292,241.631,242.999,7.788,0,0
Chattisgarh,Dhamtari,1936,0.544,33.683,16.194,7.245,36.777,362.043,507.212,365.362,260.633,80.06,11.373,0.946
Chattisgarh,Dhamtari,1937,0,25.984,27.439,84.899,5.152,166.9,469.9,180.744,189.028,64.776,0,0
Chattisgarh,Dhamtari,1938,3.648,10.587,15.496,29.245,23.274,265.78,279.032,294.258,220.593,181.674,8.029,0
Chattisgarh,Dhamtari,1939,3.85,3.337,29.526,38.331,1.242,120.481,326.581,284.398,178.193,111.768,5.633,0
Chattisgarh,Dhamtari,1940,0.003,10.288,19.095,27.456,25.834,213.918,390.386,370.372,61.276,77.932,9.882,3.489
Chattisgarh,Dhamtari,1941,5.617,3.414,18.86,8.027,22.503,271.067,168.899,230.873,113.826,23.646,5.792,0
Chattisgarh,Dhamtari,1942,2.845,23.28,2.622,54.389,16.315,121.877,493.005,334.275,163.692,18.343,1.116,0.467
Chattisgarh,Dhamtari,1943,36.663,0.222,0.003,24.09,41.114,152.877,334.595,292.227,225.359,91.758,1.999,0
